id;node;profile;pLoad;qLoad;sR;subnet;voltLvl
LV3.105 Load 60;LV3.105 Bus 92;H0-C;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 61;LV3.105 Bus 89;H0-A;0.003;0.001186;0.00322581;LV3.105;7
LV3.105 Load 62;LV3.105 Bus 17;G5-A;0.008;0.003162;0.00860215;LV3.105;7
LV3.105 Load 63;LV3.105 Bus 52;H0-C;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 65;LV3.105 Bus 97;H0-C;0.003;0.001186;0.00322581;LV3.105;7
LV3.105 Load 66;LV3.105 Bus 119;H0-B;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 67;LV3.105 Bus 45;H0-G;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 68;LV3.105 Bus 111;H0-A;0.003;0.001186;0.00322581;LV3.105;7
LV3.105 Load 69;LV3.105 Bus 74;H0-L;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 70;LV3.105 Bus 34;H0-G;0.003;0.001186;0.00322581;LV3.105;7
LV3.105 Load 71;LV3.105 Bus 103;H0-B;0.003;0.001186;0.00322581;LV3.105;7
LV3.105 Load 72;LV3.105 Bus 83;H0-A;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 73;LV3.105 Bus 112;H0-C;0.003;0.001186;0.00322581;LV3.105;7
LV3.105 Load 74;LV3.105 Bus 12;H0-L;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 76;LV3.105 Bus 100;H0-A;0.004;0.001581;0.00430108;LV3.105;7
LV3.105 Load 77;LV3.105 Bus 58;G1-C;0.009;0.003557;0.00967742;LV3.105;7
LV3.105 Load 78;LV3.105 Bus 68;H0-B;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 79;LV3.105 Bus 129;H0-G;0.003;0.001186;0.00322581;LV3.105;7
LV3.105 Load 80;LV3.105 Bus 109;H0-A;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 81;LV3.105 Bus 72;H0-B;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 82;LV3.105 Bus 113;H0-A;0.003;0.001186;0.00322581;LV3.105;7
LV3.105 Load 83;LV3.105 Bus 64;H0-C;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 84;LV3.105 Bus 128;H0-L;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 85;LV3.105 Bus 37;H0-L;0.003;0.001186;0.00322581;LV3.105;7
LV3.105 Load 87;LV3.105 Bus 29;H0-B;0.003;0.001186;0.00322581;LV3.105;7
LV3.105 Load 88;LV3.105 Bus 15;H0-A;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 89;LV3.105 Bus 78;H0-B;0.003;0.001186;0.00322581;LV3.105;7
LV3.105 Load 90;LV3.105 Bus 132;G4-A;0.014;0.005533;0.0150538;LV3.105;7
LV3.105 Load 91;LV3.105 Bus 71;H0-B;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 92;LV3.105 Bus 22;H0-A;0.003;0.001186;0.00322581;LV3.105;7
LV3.105 Load 93;LV3.105 Bus 90;H0-A;0.003;0.001186;0.00322581;LV3.105;7
LV3.105 Load 94;LV3.105 Bus 105;H0-B;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 95;LV3.105 Bus 85;H0-B;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 96;LV3.105 Bus 116;H0-L;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 98;LV3.105 Bus 99;H0-G;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 99;LV3.105 Bus 13;H0-A;0.003;0.001186;0.00322581;LV3.105;7
LV3.105 Load 100;LV3.105 Bus 47;H0-G;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 101;LV3.105 Bus 110;H0-L;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 102;LV3.105 Bus 26;H0-A;0.003;0.001186;0.00322581;LV3.105;7
LV3.105 Load 103;LV3.105 Bus 75;H0-G;0.003;0.001186;0.00322581;LV3.105;7
LV3.105 Load 104;LV3.105 Bus 14;H0-A;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 105;LV3.105 Bus 39;H0-A;0.003;0.001186;0.00322581;LV3.105;7
LV3.105 Load 106;LV3.105 Bus 76;H0-G;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 107;LV3.105 Bus 91;H0-B;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 109;LV3.105 Bus 2;H0-A;0.003;0.001186;0.00322581;LV3.105;7
LV3.105 Load 110;LV3.105 Bus 25;H0-L;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 111;LV3.105 Bus 44;H0-A;0.003;0.001186;0.00322581;LV3.105;7
LV3.105 Load 112;LV3.105 Bus 38;H0-C;0.004;0.001581;0.00430108;LV3.105;7
LV3.105 Load 113;LV3.105 Bus 63;H0-L;0.003;0.001186;0.00322581;LV3.105;7
LV3.105 Load 114;LV3.105 Bus 93;H0-G;0.003;0.001186;0.00322581;LV3.105;7
LV3.105 Load 115;LV3.105 Bus 5;H0-C;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 116;LV3.105 Bus 96;H0-A;0.003;0.001186;0.00322581;LV3.105;7
LV3.105 Load 117;LV3.105 Bus 50;H0-L;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 118;LV3.105 Bus 94;H0-A;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 3;LV3.105 Bus 28;H0-A;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 4;LV3.105 Bus 59;H0-C;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 5;LV3.105 Bus 70;H0-B;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 6;LV3.105 Bus 7;H0-G;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 7;LV3.105 Bus 88;H0-G;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 8;LV3.105 Bus 135;H0-B;0.003;0.001186;0.00322581;LV3.105;7
LV3.105 Load 9;LV3.105 Bus 133;H0-A;0.003;0.001186;0.00322581;LV3.105;7
LV3.105 Load 10;LV3.105 Bus 32;H0-L;0.003;0.001186;0.00322581;LV3.105;7
LV3.105 Load 11;LV3.105 Bus 20;H0-B;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 12;LV3.105 Bus 40;H0-A;0.003;0.001186;0.00322581;LV3.105;7
LV3.105 Load 14;LV3.105 Bus 36;H0-G;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 15;LV3.105 Bus 82;H0-L;0.003;0.001186;0.00322581;LV3.105;7
LV3.105 Load 16;LV3.105 Bus 65;H0-C;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 17;LV3.105 Bus 18;H0-A;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 18;LV3.105 Bus 120;H0-L;0.003;0.001186;0.00322581;LV3.105;7
LV3.105 Load 19;LV3.105 Bus 98;H0-C;0.003;0.001186;0.00322581;LV3.105;7
LV3.105 Load 20;LV3.105 Bus 49;H0-B;0.002;0.00079;0.00215054;LV3.105;7
LV3.105 Load 21;LV3.105 Bus 131;H0-L;0.003;0.001186;0.00322581;LV3.105;7
LV3.105 Load 22;LV3.105 Bus 107;H0-A;0.003;0.001186;0.00322581;LV3.105;7
LV3.106 Load 1;LV3.106 Bus 27;H0-C;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 31;LV3.106 Bus 56;H0-A;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 42;LV3.106 Bus 69;H0-G;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 53;LV3.106 Bus 124;H0-L;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 64;LV3.106 Bus 130;H0-L;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 75;LV3.106 Bus 57;H0-L;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 86;LV3.106 Bus 118;H0-C;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 97;LV3.106 Bus 51;G1-C;0.008;0.003162;0.00860215;LV3.106;7
LV3.106 Load 108;LV3.106 Bus 73;H0-A;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 2;LV3.106 Bus 31;H0-C;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 13;LV3.106 Bus 81;H0-G;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 23;LV3.106 Bus 1;H0-B;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 24;LV3.106 Bus 125;H0-A;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 25;LV3.106 Bus 80;H0-B;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 26;LV3.106 Bus 115;H0-C;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 27;LV3.106 Bus 21;H0-A;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 28;LV3.106 Bus 79;H0-A;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 29;LV3.106 Bus 4;H0-B;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 30;LV3.106 Bus 102;H0-B;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 32;LV3.106 Bus 46;H0-B;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 33;LV3.106 Bus 95;H0-B;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 34;LV3.106 Bus 62;H0-L;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 35;LV3.106 Bus 43;H0-A;0.004;0.001581;0.00430108;LV3.106;7
LV3.106 Load 36;LV3.106 Bus 104;H0-G;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 37;LV3.106 Bus 55;H0-B;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 38;LV3.106 Bus 33;H0-B;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 39;LV3.106 Bus 84;H0-L;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 40;LV3.106 Bus 136;H0-A;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 41;LV3.106 Bus 41;H0-B;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 43;LV3.106 Bus 48;H0-L;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 44;LV3.106 Bus 11;H0-C;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 45;LV3.106 Bus 10;H0-C;0.004;0.001581;0.00430108;LV3.106;7
LV3.106 Load 46;LV3.106 Bus 8;G6-A;0.012;0.004743;0.0129032;LV3.106;7
LV3.106 Load 47;LV3.106 Bus 122;H0-A;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 48;LV3.106 Bus 127;H0-C;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 49;LV3.106 Bus 121;H0-L;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 50;LV3.106 Bus 123;H0-L;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 51;LV3.106 Bus 60;H0-G;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 52;LV3.106 Bus 77;H0-G;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 54;LV3.106 Bus 9;H0-A;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 55;LV3.106 Bus 86;H0-L;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 56;LV3.106 Bus 53;H0-C;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 57;LV3.106 Bus 6;H0-G;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 58;LV3.106 Bus 24;H0-C;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 59;LV3.106 Bus 114;H0-C;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 60;LV3.106 Bus 92;H0-C;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 61;LV3.106 Bus 89;H0-A;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 62;LV3.106 Bus 17;G5-A;0.008;0.003162;0.00860215;LV3.106;7
LV3.106 Load 63;LV3.106 Bus 52;H0-C;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 65;LV3.106 Bus 97;H0-C;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 66;LV3.106 Bus 119;H0-B;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 67;LV3.106 Bus 45;H0-G;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 68;LV3.106 Bus 111;H0-A;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 69;LV3.106 Bus 74;H0-L;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 70;LV3.106 Bus 34;H0-G;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 71;LV3.106 Bus 103;H0-B;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 72;LV3.106 Bus 83;H0-A;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 73;LV3.106 Bus 112;H0-C;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 74;LV3.106 Bus 12;H0-L;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 76;LV3.106 Bus 100;H0-A;0.004;0.001581;0.00430108;LV3.106;7
LV3.106 Load 77;LV3.106 Bus 58;G1-C;0.009;0.003557;0.00967742;LV3.106;7
LV3.106 Load 78;LV3.106 Bus 68;H0-B;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 79;LV3.106 Bus 129;H0-G;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 80;LV3.106 Bus 109;H0-A;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 81;LV3.106 Bus 72;H0-B;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 82;LV3.106 Bus 113;H0-A;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 83;LV3.106 Bus 64;H0-C;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 84;LV3.106 Bus 128;H0-L;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 85;LV3.106 Bus 37;H0-L;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 87;LV3.106 Bus 29;H0-B;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 88;LV3.106 Bus 15;H0-A;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 89;LV3.106 Bus 78;H0-B;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 90;LV3.106 Bus 132;G4-A;0.014;0.005533;0.0150538;LV3.106;7
LV3.106 Load 91;LV3.106 Bus 71;H0-B;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 92;LV3.106 Bus 22;H0-A;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 93;LV3.106 Bus 90;H0-A;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 94;LV3.106 Bus 105;H0-B;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 95;LV3.106 Bus 85;H0-B;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 96;LV3.106 Bus 116;H0-L;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 98;LV3.106 Bus 99;H0-G;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 99;LV3.106 Bus 13;H0-A;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 100;LV3.106 Bus 47;H0-G;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 101;LV3.106 Bus 110;H0-L;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 102;LV3.106 Bus 26;H0-A;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 103;LV3.106 Bus 75;H0-G;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 104;LV3.106 Bus 14;H0-A;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 105;LV3.106 Bus 39;H0-A;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 106;LV3.106 Bus 76;H0-G;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 107;LV3.106 Bus 91;H0-B;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 109;LV3.106 Bus 2;H0-A;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 110;LV3.106 Bus 25;H0-L;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 111;LV3.106 Bus 44;H0-A;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 112;LV3.106 Bus 38;H0-C;0.004;0.001581;0.00430108;LV3.106;7
LV3.106 Load 113;LV3.106 Bus 63;H0-L;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 114;LV3.106 Bus 93;H0-G;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 115;LV3.106 Bus 5;H0-C;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 116;LV3.106 Bus 96;H0-A;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 117;LV3.106 Bus 50;H0-L;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 118;LV3.106 Bus 94;H0-A;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 3;LV3.106 Bus 28;H0-A;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 4;LV3.106 Bus 59;H0-C;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 5;LV3.106 Bus 70;H0-B;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 6;LV3.106 Bus 7;H0-G;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 7;LV3.106 Bus 88;H0-G;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 8;LV3.106 Bus 135;H0-B;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 9;LV3.106 Bus 133;H0-A;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 10;LV3.106 Bus 32;H0-L;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 11;LV3.106 Bus 20;H0-B;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 12;LV3.106 Bus 40;H0-A;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 14;LV3.106 Bus 36;H0-G;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 15;LV3.106 Bus 82;H0-L;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 16;LV3.106 Bus 65;H0-C;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 17;LV3.106 Bus 18;H0-A;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 18;LV3.106 Bus 120;H0-L;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 19;LV3.106 Bus 98;H0-C;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 20;LV3.106 Bus 49;H0-B;0.002;0.00079;0.00215054;LV3.106;7
LV3.106 Load 21;LV3.106 Bus 131;H0-L;0.003;0.001186;0.00322581;LV3.106;7
LV3.106 Load 22;LV3.106 Bus 107;H0-A;0.003;0.001186;0.00322581;LV3.106;7
LV3.107 Load 1;LV3.107 Bus 27;H0-C;0.003;0.001186;0.00322581;LV3.107;7
LV3.107 Load 31;LV3.107 Bus 56;H0-A;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 42;LV3.107 Bus 69;H0-G;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 53;LV3.107 Bus 124;H0-L;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 64;LV3.107 Bus 130;H0-L;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 75;LV3.107 Bus 57;H0-L;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 86;LV3.107 Bus 118;H0-C;0.003;0.001186;0.00322581;LV3.107;7
LV3.107 Load 97;LV3.107 Bus 51;G1-C;0.008;0.003162;0.00860215;LV3.107;7
LV3.107 Load 108;LV3.107 Bus 73;H0-A;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 2;LV3.107 Bus 31;H0-C;0.003;0.001186;0.00322581;LV3.107;7
LV3.107 Load 13;LV3.107 Bus 81;H0-G;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 23;LV3.107 Bus 1;H0-B;0.003;0.001186;0.00322581;LV3.107;7
LV3.107 Load 24;LV3.107 Bus 125;H0-A;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 25;LV3.107 Bus 80;H0-B;0.003;0.001186;0.00322581;LV3.107;7
LV3.107 Load 26;LV3.107 Bus 115;H0-C;0.003;0.001186;0.00322581;LV3.107;7
LV3.107 Load 27;LV3.107 Bus 21;H0-A;0.003;0.001186;0.00322581;LV3.107;7
LV3.107 Load 28;LV3.107 Bus 79;H0-A;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 29;LV3.107 Bus 4;H0-B;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 30;LV3.107 Bus 102;H0-B;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 32;LV3.107 Bus 46;H0-B;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 33;LV3.107 Bus 95;H0-B;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 34;LV3.107 Bus 62;H0-L;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 35;LV3.107 Bus 43;H0-A;0.004;0.001581;0.00430108;LV3.107;7
LV3.107 Load 36;LV3.107 Bus 104;H0-G;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 37;LV3.107 Bus 55;H0-B;0.003;0.001186;0.00322581;LV3.107;7
LV3.107 Load 38;LV3.107 Bus 33;H0-B;0.003;0.001186;0.00322581;LV3.107;7
LV3.107 Load 39;LV3.107 Bus 84;H0-L;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 40;LV3.107 Bus 136;H0-A;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 41;LV3.107 Bus 41;H0-B;0.003;0.001186;0.00322581;LV3.107;7
LV3.107 Load 43;LV3.107 Bus 48;H0-L;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 44;LV3.107 Bus 11;H0-C;0.003;0.001186;0.00322581;LV3.107;7
LV3.107 Load 45;LV3.107 Bus 10;H0-C;0.004;0.001581;0.00430108;LV3.107;7
LV3.107 Load 46;LV3.107 Bus 8;G6-A;0.012;0.004743;0.0129032;LV3.107;7
LV3.107 Load 47;LV3.107 Bus 122;H0-A;0.003;0.001186;0.00322581;LV3.107;7
LV3.107 Load 48;LV3.107 Bus 127;H0-C;0.003;0.001186;0.00322581;LV3.107;7
LV3.107 Load 49;LV3.107 Bus 121;H0-L;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 50;LV3.107 Bus 123;H0-L;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 51;LV3.107 Bus 60;H0-G;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 52;LV3.107 Bus 77;H0-G;0.003;0.001186;0.00322581;LV3.107;7
LV3.107 Load 54;LV3.107 Bus 9;H0-A;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 55;LV3.107 Bus 86;H0-L;0.003;0.001186;0.00322581;LV3.107;7
LV3.107 Load 56;LV3.107 Bus 53;H0-C;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 57;LV3.107 Bus 6;H0-G;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 58;LV3.107 Bus 24;H0-C;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 59;LV3.107 Bus 114;H0-C;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 60;LV3.107 Bus 92;H0-C;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 61;LV3.107 Bus 89;H0-A;0.003;0.001186;0.00322581;LV3.107;7
LV3.107 Load 62;LV3.107 Bus 17;G5-A;0.008;0.003162;0.00860215;LV3.107;7
LV3.107 Load 63;LV3.107 Bus 52;H0-C;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 65;LV3.107 Bus 97;H0-C;0.003;0.001186;0.00322581;LV3.107;7
LV3.107 Load 66;LV3.107 Bus 119;H0-B;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 67;LV3.107 Bus 45;H0-G;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 68;LV3.107 Bus 111;H0-A;0.003;0.001186;0.00322581;LV3.107;7
LV3.107 Load 69;LV3.107 Bus 74;H0-L;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 70;LV3.107 Bus 34;H0-G;0.003;0.001186;0.00322581;LV3.107;7
LV3.107 Load 71;LV3.107 Bus 103;H0-B;0.003;0.001186;0.00322581;LV3.107;7
LV3.107 Load 72;LV3.107 Bus 83;H0-A;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 73;LV3.107 Bus 112;H0-C;0.003;0.001186;0.00322581;LV3.107;7
LV3.107 Load 74;LV3.107 Bus 12;H0-L;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 76;LV3.107 Bus 100;H0-A;0.004;0.001581;0.00430108;LV3.107;7
LV3.107 Load 77;LV3.107 Bus 58;G1-C;0.009;0.003557;0.00967742;LV3.107;7
LV3.107 Load 78;LV3.107 Bus 68;H0-B;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 79;LV3.107 Bus 129;H0-G;0.003;0.001186;0.00322581;LV3.107;7
LV3.107 Load 80;LV3.107 Bus 109;H0-A;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 81;LV3.107 Bus 72;H0-B;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 82;LV3.107 Bus 113;H0-A;0.003;0.001186;0.00322581;LV3.107;7
LV3.107 Load 83;LV3.107 Bus 64;H0-C;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 84;LV3.107 Bus 128;H0-L;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 85;LV3.107 Bus 37;H0-L;0.003;0.001186;0.00322581;LV3.107;7
LV3.107 Load 87;LV3.107 Bus 29;H0-B;0.003;0.001186;0.00322581;LV3.107;7
LV3.107 Load 88;LV3.107 Bus 15;H0-A;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 89;LV3.107 Bus 78;H0-B;0.003;0.001186;0.00322581;LV3.107;7
LV3.107 Load 90;LV3.107 Bus 132;G4-A;0.014;0.005533;0.0150538;LV3.107;7
LV3.107 Load 91;LV3.107 Bus 71;H0-B;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 92;LV3.107 Bus 22;H0-A;0.003;0.001186;0.00322581;LV3.107;7
LV3.107 Load 93;LV3.107 Bus 90;H0-A;0.003;0.001186;0.00322581;LV3.107;7
LV3.107 Load 94;LV3.107 Bus 105;H0-B;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 95;LV3.107 Bus 85;H0-B;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 96;LV3.107 Bus 116;H0-L;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 98;LV3.107 Bus 99;H0-G;0.002;0.00079;0.00215054;LV3.107;7
LV3.107 Load 99;LV3.107 Bus 13;H0-A;0.003;0.001186;0.00322581;LV3.107;7
LV3.107 Load 100;LV3.107 Bus 47;H0-G;0.002;0.00079;0.00215054;LV3.107;7
