node;vm;va;substation;subnet;voltLvl
LV3.101 Bus 65;0.981841;0.393352;NULL;LV3.101;7
LV3.101 Bus 68;0.972476;0.502268;NULL;LV3.101;7
LV3.101 Bus 69;0.979361;0.299429;NULL;LV3.101;7
LV3.101 Bus 70;0.981166;0.482624;NULL;LV3.101;7
LV3.101 Bus 71;0.970978;0.393968;NULL;LV3.101;7
LV3.101 Bus 73;0.971126;0.456647;NULL;LV3.101;7
LV3.101 Bus 74;0.97383;0.655622;NULL;LV3.101;7
LV3.101 Bus 75;0.9785;0.268885;NULL;LV3.101;7
LV3.101 Bus 76;0.9811;0.252603;NULL;LV3.101;7
LV3.101 Bus 77;0.987142;0.307772;NULL;LV3.101;7
LV3.101 Bus 78;0.982988;0.339087;NULL;LV3.101;7
LV3.101 Bus 79;0.980558;0.290571;NULL;LV3.101;7
LV3.101 Bus 80;0.972491;0.587182;NULL;LV3.101;7
LV3.101 Bus 81;0.983783;0.31389;NULL;LV3.101;7
LV3.101 Bus 82;0.973068;0.303463;NULL;LV3.101;7
LV3.101 Bus 84;0.973839;0.306174;NULL;LV3.101;7
LV3.101 Bus 85;0.987518;0.328751;NULL;LV3.101;7
LV3.101 Bus 86;0.973984;0.31416;NULL;LV3.101;7
LV3.101 Bus 87;0.973157;0.456052;NULL;LV3.101;7
LV3.101 Bus 88;0.986068;0.242908;NULL;LV3.101;7
LV3.101 Bus 89;0.981455;0.426105;NULL;LV3.101;7
LV3.101 Bus 90;0.987754;0.266346;NULL;LV3.101;7
LV3.101 Bus 91;0.983637;0.31807;NULL;LV3.101;7
LV3.101 Bus 92;0.981752;0.39827;NULL;LV3.101;7
LV3.101 Bus 93;0.981156;0.471672;NULL;LV3.101;7
LV3.101 Bus 95;0.985793;0.229149;NULL;LV3.101;7
LV3.101 Bus 96;0.980382;0.518476;NULL;LV3.101;7
LV3.101 Bus 97;0.986035;0.241757;NULL;LV3.101;7
LV3.101 Bus 98;0.976891;0.279777;NULL;LV3.101;7
LV3.101 Bus 99;0.987731;0.33902;NULL;LV3.101;7
LV3.101 Bus 100;0.975921;0.287542;NULL;LV3.101;7
LV3.101 Bus 101;0.987306;0.319659;NULL;LV3.101;7
LV3.101 Bus 102;0.981159;0.283133;NULL;LV3.101;7
LV3.101 Bus 103;0.987744;0.266349;NULL;LV3.101;7
LV3.101 Bus 104;0.987705;0.339028;NULL;LV3.101;7
LV3.101 Bus 105;0.982664;0.343949;NULL;LV3.101;7
LV3.101 Bus 107;0.972736;0.609606;NULL;LV3.101;7
LV3.101 Bus 109;0.986028;0.240571;NULL;LV3.101;7
LV3.101 Bus 110;0.981659;0.405192;NULL;LV3.101;7
LV3.101 Bus 111;0.980595;0.495777;NULL;LV3.101;7
LV3.101 Bus 112;0.984296;0.294869;NULL;LV3.101;7
LV3.101 Bus 113;0.980498;0.502857;NULL;LV3.101;7
LV3.101 Bus 114;0.97768;0.27405;NULL;LV3.101;7
LV3.101 Bus 116;0.974613;0.296865;NULL;LV3.101;7
LV3.101 Bus 117;0.976187;0.285496;NULL;LV3.101;7
LV3.101 Bus 118;0.974929;0.294328;NULL;LV3.101;7
LV3.101 Bus 119;0.981645;0.277762;NULL;LV3.101;7
LV3.101 Bus 120;0.984211;0.297727;NULL;LV3.101;7
LV3.101 Bus 121;0.987317;0.320641;NULL;LV3.101;7
LV3.101 Bus 122;0.972282;0.456308;NULL;LV3.101;7
LV3.101 Bus 123;0.977317;0.363591;NULL;LV3.101;7
LV3.101 Bus 124;0.981216;0.463987;NULL;LV3.101;7
LV3.101 Bus 125;0.974293;0.66792;NULL;LV3.101;7
LV3.101 Bus 127;0.972312;0.525556;NULL;LV3.101;7
LV3.101 Bus 128;0.970926;0.383199;NULL;LV3.101;7
LV3.101 Bus 129;0.981338;0.452853;NULL;LV3.101;7
LV3.101 Bus 130;0.977438;0.275737;NULL;LV3.101;7
LV3.101 Bus 131;0.981372;0.439678;NULL;LV3.101;7
LV3.101 Bus 132;0.980388;0.307524;NULL;LV3.101;7
LV3.101 Bus 133;0.973764;0.653534;NULL;LV3.101;7
LV3.101 Bus 135;0.973844;0.308372;NULL;LV3.101;7
LV3.101 Bus 136;0.986032;0.240119;NULL;LV3.101;7
LV3.101 Bus 3;0.977381;0.313996;NULL;LV3.101;7
LV3.101 Bus 4;0.987261;0.316817;NULL;LV3.101;7
LV3.101 Bus 5;0.975569;0.397632;NULL;LV3.101;7
LV3.101 Bus 6;0.976002;0.324998;NULL;LV3.101;7
LV3.101 Bus 7;0.975343;0.331174;NULL;LV3.101;7
LV3.101 Bus 8;0.985947;0.229103;NULL;LV3.101;7
LV3.101 Bus 9;0.97231;0.527003;NULL;LV3.101;7
LV3.101 Bus 10;0.971582;0.456513;NULL;LV3.101;7
LV3.101 Bus 11;0.981094;0.252605;NULL;LV3.101;7
LV3.101 Bus 12;0.985905;0.229115;NULL;LV3.101;7
LV3.101 Bus 14;0.980386;0.292929;NULL;LV3.101;7
LV3.101 Bus 15;0.975706;0.327553;NULL;LV3.101;7
LV3.101 Bus 16;0.986455;0.228948;NULL;LV3.101;7
LV3.101 Bus 17;0.97088;0.379079;NULL;LV3.101;7
LV3.101 Bus 18;0.977219;0.31404;NULL;LV3.101;7
LV3.101 Bus 20;0.973796;0.438775;NULL;LV3.101;7
LV3.101 Bus 21;0.980618;0.495102;NULL;LV3.101;7
LV3.101 Bus 22;0.972359;0.565546;NULL;LV3.101;7
LV3.101 Bus 25;0.977751;0.273581;NULL;LV3.101;7
LV3.101 Bus 26;0.972461;0.503587;NULL;LV3.101;7
LV3.101 Bus 27;0.987278;0.320653;NULL;LV3.101;7
LV3.101 Bus 28;0.971904;0.456418;NULL;LV3.101;7
LV3.101 Bus 29;0.976027;0.287509;NULL;LV3.101;7
LV3.101 Bus 30;0.970903;0.3836;NULL;LV3.101;7
LV3.101 Bus 31;0.982657;0.343952;NULL;LV3.101;7
LV3.101 Bus 32;0.973565;0.644801;NULL;LV3.101;7
LV3.101 Bus 33;0.980389;0.515759;NULL;LV3.101;7
LV3.101 Bus 34;0.98112;0.252597;NULL;LV3.101;7
LV3.101 Bus 36;0.9804;0.519251;NULL;LV3.101;7
LV3.101 Bus 37;0.985826;0.229139;NULL;LV3.101;7
LV3.101 Bus 38;0.973075;0.626791;NULL;LV3.101;7
LV3.101 Bus 39;0.972791;0.613054;NULL;LV3.101;7
LV3.101 Bus 40;0.981152;0.473067;NULL;LV3.101;7
LV3.101 Bus 41;0.981716;0.400543;NULL;LV3.101;7
LV3.101 Bus 42;0.981315;0.252537;NULL;LV3.101;7
LV3.101 Bus 43;0.972779;0.303553;NULL;LV3.101;7
LV3.102 Bus 1;0.99002;0.212062;NULL;LV3.102;7
LV3.102 Bus 50;0.982629;0.391093;NULL;LV3.102;7
LV3.102 Bus 61;0.973699;0.248649;NULL;LV3.102;7
LV3.102 Bus 72;0.981409;0.174012;NULL;LV3.102;7
LV3.102 Bus 83;0.982168;0.169003;NULL;LV3.102;7
LV3.102 Bus 94;0.984442;0.121659;NULL;LV3.102;7
LV3.102 Bus 115;0.977179;0.283734;NULL;LV3.102;7
LV3.102 Bus 126;0.976155;0.176422;NULL;LV3.102;7
LV3.102 Bus 2;0.989077;0.192933;NULL;LV3.102;7
LV3.102 Bus 13;0.98282;0.36881;NULL;LV3.102;7
LV3.102 Bus 24;0.988268;0.11324;NULL;LV3.102;7
LV3.102 Bus 44;0.982718;0.384078;NULL;LV3.102;7
LV3.102 Bus 45;0.972936;0.256515;NULL;LV3.102;7
LV3.102 Bus 46;0.973271;0.270848;NULL;LV3.102;7
LV3.102 Bus 47;0.984349;0.122095;NULL;LV3.102;7
LV3.102 Bus 48;0.983045;0.160691;NULL;LV3.102;7
LV3.102 Bus 49;0.977832;0.201831;NULL;LV3.102;7
LV3.102 Bus 51;0.974916;0.176805;NULL;LV3.102;7
LV3.102 Bus 52;0.976979;0.288346;NULL;LV3.102;7
LV3.102 Bus 53;0.989938;0.212086;NULL;LV3.102;7
LV3.102 Bus 54;0.985095;0.216926;NULL;LV3.102;7
LV3.102 Bus 55;0.973458;0.32914;NULL;LV3.102;7
LV3.102 Bus 56;0.988047;0.102696;NULL;LV3.102;7
LV3.102 Bus 57;0.983656;0.15353;NULL;LV3.102;7
LV3.102 Bus 58;0.973002;0.256496;NULL;LV3.102;7
LV3.102 Bus 59;0.985669;0.197402;NULL;LV3.102;7
LV3.102 Bus 60;0.976092;0.179763;NULL;LV3.102;7
LV3.102 Bus 62;0.973319;0.270834;NULL;LV3.102;7
LV3.102 Bus 63;0.988734;0.104905;NULL;LV3.102;7
LV3.102 Bus 64;0.978179;0.160828;NULL;LV3.102;7
LV3.102 Bus 65;0.984078;0.266164;NULL;LV3.102;7
LV3.102 Bus 68;0.974735;0.37457;NULL;LV3.102;7
LV3.102 Bus 69;0.981604;0.172665;NULL;LV3.102;7
LV3.102 Bus 70;0.983404;0.35503;NULL;LV3.102;7
LV3.102 Bus 71;0.97324;0.266766;NULL;LV3.102;7
LV3.102 Bus 73;0.973389;0.32916;NULL;LV3.102;7
LV3.102 Bus 74;0.976086;0.527214;NULL;LV3.102;7
LV3.102 Bus 75;0.980745;0.142259;NULL;LV3.102;7
LV3.102 Bus 76;0.983339;0.126052;NULL;LV3.102;7
LV3.102 Bus 77;0.989367;0.180973;NULL;LV3.102;7
LV3.102 Bus 78;0.985222;0.212145;NULL;LV3.102;7
LV3.102 Bus 79;0.982798;0.163847;NULL;LV3.102;7
LV3.102 Bus 80;0.97475;0.459091;NULL;LV3.102;7
LV3.102 Bus 81;0.986016;0.187062;NULL;LV3.102;7
LV3.102 Bus 82;0.975326;0.176678;NULL;LV3.102;7
LV3.102 Bus 84;0.976095;0.179376;NULL;LV3.102;7
LV3.102 Bus 85;0.989743;0.201858;NULL;LV3.102;7
LV3.102 Bus 86;0.97624;0.187325;NULL;LV3.102;7
LV3.102 Bus 87;0.975415;0.328569;NULL;LV3.102;7
LV3.102 Bus 88;0.988296;0.116401;NULL;LV3.102;7
LV3.102 Bus 89;0.983693;0.298768;NULL;LV3.102;7
LV3.102 Bus 90;0.989978;0.139734;NULL;LV3.102;7
LV3.102 Bus 91;0.98587;0.191223;NULL;LV3.102;7
LV3.102 Bus 92;0.983989;0.27106;NULL;LV3.102;7
LV3.102 Bus 93;0.983395;0.344128;NULL;LV3.102;7
LV3.102 Bus 95;0.988022;0.102704;NULL;LV3.102;7
LV3.102 Bus 96;0.982622;0.390719;NULL;LV3.102;7
LV3.102 Bus 97;0.988263;0.115255;NULL;LV3.102;7
LV3.102 Bus 98;0.97914;0.153101;NULL;LV3.102;7
LV3.102 Bus 99;0.989955;0.212081;NULL;LV3.102;7
LV3.102 Bus 100;0.978172;0.16083;NULL;LV3.102;7
LV3.102 Bus 101;0.989531;0.192807;NULL;LV3.102;7
LV3.102 Bus 102;0.983398;0.156443;NULL;LV3.102;7
LV3.102 Bus 103;0.989968;0.139737;NULL;LV3.102;7
LV3.102 Bus 104;0.989929;0.212088;NULL;LV3.102;7
LV3.102 Bus 105;0.984899;0.216986;NULL;LV3.102;7
LV3.102 Bus 107;0.974995;0.481411;NULL;LV3.102;7
LV3.102 Bus 109;0.988255;0.114074;NULL;LV3.102;7
LV3.102 Bus 110;0.983897;0.27795;NULL;LV3.102;7
LV3.102 Bus 111;0.982836;0.368123;NULL;LV3.102;7
LV3.102 Bus 112;0.986528;0.168127;NULL;LV3.102;7
LV3.102 Bus 113;0.982738;0.375171;NULL;LV3.102;7
LV3.102 Bus 114;0.979927;0.1474;NULL;LV3.102;7
LV3.102 Bus 116;0.976867;0.17011;NULL;LV3.102;7
LV3.102 Bus 117;0.978438;0.158794;NULL;LV3.102;7
LV3.102 Bus 118;0.977183;0.167585;NULL;LV3.102;7
LV3.102 Bus 119;0.983883;0.151096;NULL;LV3.102;7
LV3.102 Bus 120;0.986443;0.170973;NULL;LV3.102;7
LV3.102 Bus 121;0.989541;0.193785;NULL;LV3.102;7
LV3.102 Bus 122;0.974542;0.328823;NULL;LV3.102;7
LV3.102 Bus 123;0.979565;0.236534;NULL;LV3.102;7
LV3.102 Bus 124;0.983455;0.336478;NULL;LV3.102;7
LV3.102 Bus 125;0.976548;0.539455;NULL;LV3.102;7
LV3.102 Bus 127;0.974572;0.397751;NULL;LV3.102;7
LV3.102 Bus 128;0.973188;0.256047;NULL;LV3.102;7
LV3.102 Bus 129;0.983577;0.325395;NULL;LV3.102;7
LV3.102 Bus 130;0.979685;0.149079;NULL;LV3.102;7
LV3.102 Bus 131;0.98361;0.312279;NULL;LV3.102;7
LV3.102 Bus 132;0.982629;0.180724;NULL;LV3.102;7
LV3.102 Bus 133;0.97602;0.525136;NULL;LV3.102;7
LV3.102 Bus 135;0.9761;0.181565;NULL;LV3.102;7
LV3.102 Bus 136;0.988259;0.113625;NULL;LV3.102;7
LV3.102 Bus 3;0.979629;0.187165;NULL;LV3.102;7
LV3.102 Bus 4;0.989485;0.189978;NULL;LV3.102;7
LV3.102 Bus 5;0.977821;0.270418;NULL;LV3.102;7
LV3.102 Bus 6;0.978253;0.198116;NULL;LV3.102;7
LV3.102 Bus 7;0.977595;0.204264;NULL;LV3.102;7
LV3.102 Bus 8;0.988175;0.102658;NULL;LV3.102;7
LV3.102 Bus 9;0.974569;0.399191;NULL;LV3.102;7
LV3.102 Bus 10;0.973844;0.329027;NULL;LV3.102;7
LV3.102 Bus 11;0.983333;0.126054;NULL;LV3.102;7
LV3.102 Bus 12;0.988133;0.10267;NULL;LV3.102;7
LV3.102 Bus 14;0.982626;0.166194;NULL;LV3.102;7
LV3.102 Bus 15;0.977958;0.200659;NULL;LV3.102;7
LV3.102 Bus 16;0.988681;0.102504;NULL;LV3.102;7
LV3.102 Bus 17;0.973143;0.251946;NULL;LV3.102;7
LV3.102 Bus 18;0.979467;0.187209;NULL;LV3.102;7
LV3.102 Bus 20;0.976052;0.311371;NULL;LV3.102;7
LV3.102 Bus 21;0.982858;0.367451;NULL;LV3.102;7
LV3.102 Bus 22;0.974618;0.437556;NULL;LV3.102;7
LV3.102 Bus 25;0.979997;0.146933;NULL;LV3.102;7
LV3.102 Bus 26;0.97472;0.375883;NULL;LV3.102;7
LV3.102 Bus 27;0.989503;0.193797;NULL;LV3.102;7
LV3.102 Bus 28;0.974164;0.328933;NULL;LV3.102;7
LV3.102 Bus 29;0.978278;0.160798;NULL;LV3.102;7
LV3.102 Bus 30;0.973165;0.256446;NULL;LV3.102;7
LV3.102 Bus 31;0.984892;0.216988;NULL;LV3.102;7
LV3.102 Bus 32;0.975822;0.516443;NULL;LV3.102;7
LV3.102 Bus 33;0.98263;0.388014;NULL;LV3.102;7
LV3.102 Bus 34;0.983359;0.126046;NULL;LV3.102;7
LV3.102 Bus 36;0.982641;0.39149;NULL;LV3.102;7
LV3.102 Bus 37;0.988055;0.102694;NULL;LV3.102;7
LV3.102 Bus 38;0.975333;0.498517;NULL;LV3.102;7
LV3.102 Bus 39;0.975049;0.484843;NULL;LV3.102;7
LV3.102 Bus 40;0.983391;0.345517;NULL;LV3.102;7
LV3.102 Bus 41;0.983953;0.273322;NULL;LV3.102;7
LV3.102 Bus 42;0.983553;0.125986;NULL;LV3.102;7
LV3.102 Bus 43;0.975038;0.176767;NULL;LV3.102;7
LV3.103 Bus 1;0.982966;0.367053;NULL;LV3.103;7
LV3.103 Bus 50;0.975521;0.548705;NULL;LV3.103;7
LV3.103 Bus 61;0.966525;0.40421;NULL;LV3.103;7
LV3.103 Bus 72;0.974292;0.328466;NULL;LV3.103;7
LV3.103 Bus 83;0.975056;0.323382;NULL;LV3.103;7
LV3.103 Bus 94;0.977347;0.275347;NULL;LV3.103;7
LV3.103 Bus 115;0.97003;0.439801;NULL;LV3.103;7
LV3.103 Bus 126;0.969;0.330918;NULL;LV3.103;7
LV3.103 Bus 2;0.982016;0.347649;NULL;LV3.103;7
LV3.103 Bus 13;0.975713;0.526097;NULL;LV3.103;7
LV3.103 Bus 24;0.981202;0.266805;NULL;LV3.103;7
LV3.103 Bus 44;0.975611;0.541588;NULL;LV3.103;7
LV3.103 Bus 45;0.965756;0.412194;NULL;LV3.103;7
LV3.103 Bus 46;0.966093;0.42674;NULL;LV3.103;7
LV3.103 Bus 47;0.977254;0.27579;NULL;LV3.103;7
LV3.103 Bus 48;0.97594;0.314949;NULL;LV3.103;7
LV3.103 Bus 49;0.970689;0.356696;NULL;LV3.103;7
LV3.103 Bus 51;0.967751;0.331307;NULL;LV3.103;7
LV3.103 Bus 52;0.969828;0.444482;NULL;LV3.103;7
LV3.103 Bus 53;0.982883;0.367078;NULL;LV3.103;7
LV3.103 Bus 54;0.978005;0.371996;NULL;LV3.103;7
LV3.103 Bus 55;0.966281;0.485881;NULL;LV3.103;7
LV3.103 Bus 56;0.980978;0.256109;NULL;LV3.103;7
LV3.103 Bus 57;0.976555;0.307683;NULL;LV3.103;7
LV3.103 Bus 58;0.965822;0.412174;NULL;LV3.103;7
LV3.103 Bus 59;0.978583;0.352188;NULL;LV3.103;7
LV3.103 Bus 60;0.968935;0.334308;NULL;LV3.103;7
LV3.103 Bus 62;0.966141;0.426726;NULL;LV3.103;7
LV3.103 Bus 63;0.981671;0.25835;NULL;LV3.103;7
LV3.103 Bus 64;0.971038;0.315093;NULL;LV3.103;7
LV3.103 Bus 65;0.976981;0.421951;NULL;LV3.103;7
LV3.103 Bus 68;0.967568;0.531986;NULL;LV3.103;7
LV3.103 Bus 69;0.974488;0.327098;NULL;LV3.103;7
LV3.103 Bus 70;0.976302;0.512115;NULL;LV3.103;7
LV3.103 Bus 71;0.966062;0.422598;NULL;LV3.103;7
LV3.103 Bus 73;0.966212;0.485902;NULL;LV3.103;7
LV3.103 Bus 74;0.968929;0.6869;NULL;LV3.103;7
LV3.103 Bus 75;0.973623;0.29625;NULL;LV3.103;7
LV3.103 Bus 76;0.976236;0.279805;NULL;LV3.103;7
LV3.103 Bus 77;0.982308;0.335516;NULL;LV3.103;7
LV3.103 Bus 78;0.978134;0.367145;NULL;LV3.103;7
LV3.103 Bus 79;0.975691;0.318151;NULL;LV3.103;7
LV3.103 Bus 80;0.967583;0.617765;NULL;LV3.103;7
LV3.103 Bus 81;0.978933;0.341697;NULL;LV3.103;7
LV3.103 Bus 82;0.968164;0.331177;NULL;LV3.103;7
LV3.103 Bus 84;0.968938;0.333916;NULL;LV3.103;7
LV3.103 Bus 85;0.982687;0.356702;NULL;LV3.103;7
LV3.103 Bus 86;0.969085;0.341983;NULL;LV3.103;7
LV3.103 Bus 87;0.968253;0.485301;NULL;LV3.103;7
LV3.103 Bus 88;0.98123;0.270012;NULL;LV3.103;7
LV3.103 Bus 89;0.976593;0.455031;NULL;LV3.103;7
LV3.103 Bus 90;0.982924;0.293681;NULL;LV3.103;7
LV3.103 Bus 91;0.978786;0.345919;NULL;LV3.103;7
LV3.103 Bus 92;0.976892;0.426919;NULL;LV3.103;7
LV3.103 Bus 93;0.976293;0.501053;NULL;LV3.103;7
LV3.103 Bus 95;0.980953;0.256116;NULL;LV3.103;7
LV3.103 Bus 96;0.975514;0.548325;NULL;LV3.103;7
LV3.103 Bus 97;0.981196;0.268849;NULL;LV3.103;7
LV3.103 Bus 98;0.972006;0.307252;NULL;LV3.103;7
LV3.103 Bus 99;0.982901;0.367072;NULL;LV3.103;7
LV3.103 Bus 100;0.971031;0.315095;NULL;LV3.103;7
LV3.103 Bus 101;0.982474;0.347521;NULL;LV3.103;7
LV3.103 Bus 102;0.976296;0.310639;NULL;LV3.103;7
LV3.103 Bus 103;0.982914;0.293684;NULL;LV3.103;7
LV3.103 Bus 104;0.982874;0.36708;NULL;LV3.103;7
LV3.103 Bus 105;0.977808;0.372056;NULL;LV3.103;7
LV3.103 Bus 107;0.96783;0.640417;NULL;LV3.103;7
LV3.103 Bus 109;0.981189;0.267652;NULL;LV3.103;7
LV3.103 Bus 110;0.976799;0.43391;NULL;LV3.103;7
LV3.103 Bus 111;0.975729;0.525399;NULL;LV3.103;7
LV3.103 Bus 112;0.979448;0.322488;NULL;LV3.103;7
LV3.103 Bus 113;0.975631;0.532551;NULL;LV3.103;7
LV3.103 Bus 114;0.972799;0.301467;NULL;LV3.103;7
LV3.103 Bus 116;0.969717;0.324512;NULL;LV3.103;7
LV3.103 Bus 117;0.971299;0.313028;NULL;LV3.103;7
LV3.103 Bus 118;0.970034;0.32195;NULL;LV3.103;7
LV3.103 Bus 119;0.976784;0.305214;NULL;LV3.103;7
LV3.103 Bus 120;0.979363;0.325374;NULL;LV3.103;7
LV3.103 Bus 121;0.982484;0.348513;NULL;LV3.103;7
LV3.103 Bus 122;0.967373;0.48556;NULL;LV3.103;7
LV3.103 Bus 123;0.972434;0.391903;NULL;LV3.103;7
LV3.103 Bus 124;0.976353;0.493292;NULL;LV3.103;7
LV3.103 Bus 125;0.969394;0.699323;NULL;LV3.103;7
LV3.103 Bus 127;0.967404;0.555512;NULL;LV3.103;7
LV3.103 Bus 128;0.96601;0.411719;NULL;LV3.103;7
LV3.103 Bus 129;0.976476;0.482047;NULL;LV3.103;7
LV3.103 Bus 130;0.972555;0.303171;NULL;LV3.103;7
LV3.103 Bus 131;0.976509;0.46874;NULL;LV3.103;7
LV3.103 Bus 132;0.97552;0.335273;NULL;LV3.103;7
LV3.103 Bus 133;0.968862;0.684791;NULL;LV3.103;7
LV3.103 Bus 135;0.968944;0.336137;NULL;LV3.103;7
LV3.103 Bus 136;0.981193;0.267195;NULL;LV3.103;7
LV3.103 Bus 3;0.972499;0.341812;NULL;LV3.103;7
LV3.103 Bus 4;0.982428;0.344651;NULL;LV3.103;7
LV3.103 Bus 5;0.970677;0.426288;NULL;LV3.103;7
LV3.103 Bus 6;0.971113;0.352926;NULL;LV3.103;7
LV3.103 Bus 7;0.97045;0.359164;NULL;LV3.103;7
LV3.103 Bus 8;0.981107;0.25607;NULL;LV3.103;7
LV3.103 Bus 9;0.967401;0.556973;NULL;LV3.103;7
LV3.103 Bus 10;0.96667;0.485767;NULL;LV3.103;7
LV3.103 Bus 11;0.97623;0.279807;NULL;LV3.103;7
LV3.103 Bus 12;0.981066;0.256083;NULL;LV3.103;7
LV3.103 Bus 14;0.975518;0.320532;NULL;LV3.103;7
LV3.103 Bus 15;0.970815;0.355506;NULL;LV3.103;7
LV3.103 Bus 16;0.981618;0.255914;NULL;LV3.103;7
LV3.103 Bus 17;0.965964;0.407557;NULL;LV3.103;7
LV3.103 Bus 18;0.972336;0.341857;NULL;LV3.103;7
LV3.103 Bus 20;0.968895;0.467848;NULL;LV3.103;7
LV3.103 Bus 21;0.975752;0.524717;NULL;LV3.103;7
LV3.103 Bus 22;0.96745;0.595909;NULL;LV3.103;7
LV3.103 Bus 25;0.97287;0.300993;NULL;LV3.103;7
LV3.103 Bus 26;0.967553;0.533319;NULL;LV3.103;7
LV3.103 Bus 27;0.982446;0.348525;NULL;LV3.103;7
LV3.103 Bus 28;0.966993;0.485671;NULL;LV3.103;7
LV3.103 Bus 29;0.971138;0.315062;NULL;LV3.103;7
LV3.103 Bus 30;0.965987;0.412124;NULL;LV3.103;7
LV3.103 Bus 31;0.977801;0.372058;NULL;LV3.103;7
LV3.103 Bus 32;0.968663;0.67597;NULL;LV3.103;7
LV3.103 Bus 33;0.975522;0.545582;NULL;LV3.103;7
LV3.103 Bus 34;0.976257;0.279798;NULL;LV3.103;7
LV3.103 Bus 36;0.975533;0.549108;NULL;LV3.103;7
LV3.103 Bus 37;0.980987;0.256107;NULL;LV3.103;7
LV3.103 Bus 38;0.96817;0.657777;NULL;LV3.103;7
LV3.103 Bus 39;0.967884;0.6439;NULL;LV3.103;7
LV3.103 Bus 40;0.976288;0.502463;NULL;LV3.103;7
LV3.103 Bus 41;0.976855;0.429214;NULL;LV3.103;7
LV3.103 Bus 42;0.976452;0.279738;NULL;LV3.103;7
LV3.103 Bus 43;0.967873;0.331268;NULL;LV3.103;7
LV3.104 Bus 1;0.982927;0.374264;NULL;LV3.104;7
LV3.104 Bus 50;0.975482;0.555931;NULL;LV3.104;7
LV3.104 Bus 61;0.966486;0.411424;NULL;LV3.104;7
LV3.104 Bus 72;0.974253;0.335674;NULL;LV3.104;7
LV3.104 Bus 83;0.975017;0.33059;NULL;LV3.104;7
LV3.104 Bus 94;0.977309;0.282551;NULL;LV3.104;7
LV3.104 Bus 115;0.969991;0.447017;NULL;LV3.104;7
LV3.104 Bus 126;0.96896;0.338126;NULL;LV3.104;7
LV3.104 Bus 2;0.981978;0.354859;NULL;LV3.104;7
LV3.104 Bus 13;0.975674;0.53332;NULL;LV3.104;7
LV3.104 Bus 24;0.981163;0.274008;NULL;LV3.104;7
LV3.104 Bus 44;0.975572;0.548812;NULL;LV3.104;7
LV3.104 Bus 45;0.965716;0.419409;NULL;LV3.104;7
LV3.104 Bus 46;0.966054;0.433956;NULL;LV3.104;7
LV3.104 Bus 47;0.977215;0.282993;NULL;LV3.104;7
LV3.104 Bus 48;0.975901;0.322156;NULL;LV3.104;7
LV3.104 Bus 49;0.97065;0.363906;NULL;LV3.104;7
LV3.104 Bus 51;0.967712;0.338515;NULL;LV3.104;7
LV3.104 Bus 52;0.969789;0.451699;NULL;LV3.104;7
LV3.104 Bus 53;0.982845;0.374289;NULL;LV3.104;7
LV3.104 Bus 54;0.977966;0.379208;NULL;LV3.104;7
LV3.104 Bus 55;0.966242;0.493102;NULL;LV3.104;7
LV3.104 Bus 56;0.98094;0.263311;NULL;LV3.104;7
LV3.104 Bus 57;0.976516;0.31489;NULL;LV3.104;7
LV3.104 Bus 58;0.965783;0.419389;NULL;LV3.104;7
LV3.104 Bus 59;0.978544;0.359398;NULL;LV3.104;7
LV3.104 Bus 60;0.968896;0.341517;NULL;LV3.104;7
LV3.104 Bus 62;0.966102;0.433942;NULL;LV3.104;7
LV3.104 Bus 63;0.981632;0.265552;NULL;LV3.104;7
LV3.104 Bus 64;0.970999;0.322299;NULL;LV3.104;7
LV3.104 Bus 65;0.976943;0.429167;NULL;LV3.104;7
LV3.104 Bus 68;0.967529;0.539211;NULL;LV3.104;7
LV3.104 Bus 69;0.974449;0.334306;NULL;LV3.104;7
LV3.104 Bus 70;0.976264;0.519338;NULL;LV3.104;7
LV3.104 Bus 71;0.966023;0.429813;NULL;LV3.104;7
LV3.104 Bus 73;0.966172;0.493122;NULL;LV3.104;7
LV3.104 Bus 74;0.96889;0.694137;NULL;LV3.104;7
LV3.104 Bus 75;0.973584;0.303455;NULL;LV3.104;7
LV3.104 Bus 76;0.976197;0.287009;NULL;LV3.104;7
LV3.104 Bus 77;0.98227;0.342725;NULL;LV3.104;7
LV3.104 Bus 78;0.978095;0.374356;NULL;LV3.104;7
LV3.104 Bus 79;0.975652;0.325358;NULL;LV3.104;7
LV3.104 Bus 80;0.967544;0.624997;NULL;LV3.104;7
LV3.104 Bus 81;0.978895;0.348906;NULL;LV3.104;7
LV3.104 Bus 82;0.968125;0.338386;NULL;LV3.104;7
LV3.104 Bus 84;0.968899;0.341124;NULL;LV3.104;7
LV3.104 Bus 85;0.982648;0.363913;NULL;LV3.104;7
LV3.104 Bus 86;0.969045;0.349192;NULL;LV3.104;7
LV3.104 Bus 87;0.968214;0.492522;NULL;LV3.104;7
LV3.104 Bus 88;0.981191;0.277215;NULL;LV3.104;7
LV3.104 Bus 89;0.976554;0.462249;NULL;LV3.104;7
LV3.104 Bus 90;0.982885;0.300886;NULL;LV3.104;7
LV3.104 Bus 91;0.978748;0.353128;NULL;LV3.104;7
LV3.104 Bus 92;0.976853;0.434134;NULL;LV3.104;7
LV3.104 Bus 93;0.976254;0.508275;NULL;LV3.104;7
LV3.104 Bus 95;0.980915;0.263319;NULL;LV3.104;7
LV3.104 Bus 96;0.975476;0.555551;NULL;LV3.104;7
