id;nodeA;nodeB;type;length;loadingMax;subnet;voltLvl
LV3.105 Line 45;LV3.105 Bus 69_1;LV3.105 Bus 83_2;NAYY 4x150SE 0.6/1kV;0.0114533;100;LV3.105;7
LV3.105 Line 47;LV3.105 Bus 44_1;LV3.105 Bus 113_1;NAYY 4x150SE 0.6/1kV;0.020668;100;LV3.105;7
LV3.105 Line 49;LV3.105 Bus 89_1;LV3.105 Bus 110_1;NAYY 4x150SE 0.6/1kV;0.0166045;100;LV3.105;7
LV3.105 Line 50;LV3.105 Bus 121_1;LV3.105 Bus 27_1;NAYY 4x150SE 0.6/1kV;0.00842342;100;LV3.105;7
LV3.105 Line 51;LV3.105 Bus 135_1;LV3.105 Bus 86_1;NAYY 4x150SE 0.6/1kV;0.0242906;100;LV3.105;7
LV3.105 Line 52;LV3.105 Bus 33_1;LV3.105 Bus 44_2;NAYY 4x150SE 0.6/1kV;0.01702;100;LV3.105;7
LV3.105 Line 53;LV3.105 Bus 107_1;LV3.105 Bus 39_1;NAYY 4x150SE 0.6/1kV;0.00362851;100;LV3.105;7
LV3.105 Line 54;LV3.105 Bus 52_1;LV3.105 Bus 20_1;NAYY 4x150SE 0.6/1kV;0.0240211;100;LV3.105;7
LV3.105 Line 55;LV3.105 Bus 24_1;LV3.105 Bus 136_1;NAYY 4x150SE 0.6/1kV;0.00190262;100;LV3.105;7
LV3.105 Line 56;LV3.105 Bus 51_1;LV3.105 Bus 43_1;NAYY 4x150SE 0.6/1kV;0.00994912;100;LV3.105;7
LV3.105 Line 58;LV3.105 Bus 33_2;LV3.105 Bus 96_1;NAYY 4x150SE 0.6/1kV;0.011763;100;LV3.105;7
LV3.105 Line 60;LV3.105 Bus 32_1;LV3.105 Bus 133_2;NAYY 4x150SE 0.6/1kV;0.0168444;100;LV3.105;7
LV3.105 Line 62;LV3.105 Bus 78_1;LV3.105 Bus 59_2;NAYY 4x150SE 0.6/1kV;0.0117273;100;LV3.105;7
LV3.105 Line 63;LV3.105 Bus 34_1;LV3.105 Bus 76_1;NAYY 4x150SE 0.6/1kV;0.00270991;100;LV3.105;7
LV3.105 Line 65;LV3.105 Bus 38_1;LV3.105 Bus 32_2;NAYY 4x150SE 0.6/1kV;0.0190418;100;LV3.105;7
LV3.105 Line 66;LV3.105 Bus 92_1;LV3.105 Bus 65_1;NAYY 4x150SE 0.6/1kV;0.0038972;100;LV3.105;7
LV3.105 Line 67;LV3.105 Bus 80_2;LV3.105 Bus 107_2;NAYY 4x150SE 0.6/1kV;0.0235563;100;LV3.105;7
LV3.105 Line 71;LV3.105 Bus 109_1;LV3.105 Bus 97_2;NAYY 4x150SE 0.6/1kV;0.00588979;100;LV3.105;7
LV3.105 Line 72;LV3.105 Bus 3_2;LV3.105 Bus 6_1;NAYY 4x150SE 0.6/1kV;0.0342991;100;LV3.105;7
LV3.105 Line 73;LV3.105 Bus 6_2;LV3.105 Bus 15_1;NAYY 4x150SE 0.6/1kV;0.00797061;100;LV3.105;7
LV3.105 Line 74;LV3.105 Bus 96_2;LV3.105 Bus 50_1;NAYY 4x150SE 0.6/1kV;0.00163878;100;LV3.105;7
LV3.105 Line 75;LV3.105 Bus 16_1;LV3.105 Bus 63_1;NAYY 4x150SE 0.6/1kV;0.0118002;100;LV3.105;7
LV3.105 Line 77;LV3.105 Bus 118_1;LV3.105 Bus 117_1;NAYY 4x150SE 0.6/1kV;0.0353475;100;LV3.105;7
LV3.105 Line 78;LV3.105 Bus 71_1;LV3.105 Bus 62_2;NAYY 4x150SE 0.6/1kV;0.01597;100;LV3.105;7
LV3.105 Line 82;LV3.105 Bus 90_2;LV3.105 Bus 103_1;NAYY 4x150SE 0.6/1kV;0.0022179;100;LV3.105;7
LV3.105 Line 83;LV3.105 Bus 116_1;LV3.105 Bus 118_2;NAYY 4x150SE 0.6/1kV;0.0101905;100;LV3.105;7
LV3.105 Line 84;LV3.105 Bus 117_2;LV3.105 Bus 98_1;NAYY 4x150SE 0.6/1kV;0.0157887;100;LV3.105;7
LV3.105 Line 85;LV3.105 Bus 13_1;LV3.105 Bus 111_2;NAYY 4x150SE 0.6/1kV;0.00158515;100;LV3.105;7
LV3.105 Line 86;LV3.105 Bus 84_2;LV3.105 Bus 60_1;NAYY 4x150SE 0.6/1kV;0.00161497;100;LV3.105;7
LV3.105 Line 87;LV3.105 Bus 70_1;LV3.105 Bus 40_1;NAYY 4x150SE 0.6/1kV;0.00977874;100;LV3.105;7
LV3.105 Line 88;LV3.105 Bus 104_1;LV3.105 Bus 53_1;NAYY 4x150SE 0.6/1kV;0.00290215;100;LV3.105;7
LV3.105 Line 89;LV3.105 Bus 39_2;LV3.105 Bus 38_2;NAYY 4x150SE 0.6/1kV;0.0144843;100;LV3.105;7
LV3.105 Line 90;LV3.105 Bus 101_1;LV3.105 Bus 2_1;NAYY 4x150SE 0.6/1kV;0.100396;100;LV3.105;7
LV3.105 Line 91;LV3.105 Bus 82_1;LV3.105 Bus 126_2;NAYY 4x150SE 0.6/1kV;0.0361795;100;LV3.105;7
LV3.105 Line 93;LV3.105 Bus 26_1;LV3.105 Bus 127_1;NAYY 4x150SE 0.6/1kV;0.0229465;100;LV3.105;7
LV3.105 Line 94;LV3.105 Bus 75_1;LV3.105 Bus 42_1;NAYY 4x150SE 0.6/1kV;0.0447696;100;LV3.105;7
LV3.105 Line 24;LV3.105 Bus 16_4;LV3.105 Bus 90_1;NAYY 4x150SE 0.6/1kV;0.0387;100;LV3.105;7
LV3.105 Line 57;LV3.105 Bus 16_3;LV3.105 Bus 8_1;NAYY 4x150SE 0.6/1kV;0.016;100;LV3.105;7
LV3.105 Line 61;LV3.105 Bus 61_2;LV3.105 Bus 17_1;NAYY 4x150SE 0.6/1kV;0.0564;100;LV3.105;7
LV3.105 Line 68;LV3.105 Bus 65_2;LV3.105 Bus 54_3;NAYY 4x150SE 0.6/1kV;0.03921;100;LV3.105;7
LV3.105 Line 80;LV3.105 Bus 94_1;LV3.105 Bus 16_7;NAYY 4x150SE 0.6/1kV;0.0524;100;LV3.105;7
LV3.105 Line 95;LV3.105 Bus 5_1;LV3.105 Bus 115_1;NAYY 4x150SE 0.6/1kV;0.0138869;100;LV3.105;7
LV3.105 Line 96;LV3.105 Bus 41_1;LV3.105 Bus 92_2;NAYY 4x150SE 0.6/1kV;0.00180162;100;LV3.105;7
LV3.105 Line 97;LV3.105 Bus 64_1;LV3.105 Bus 100_1;NAYY 4x150SE 0.6/1kV;0.00119689;100;LV3.105;7
LV3.105 Line 99;LV3.105 Bus 47_1;LV3.105 Bus 94_2;NAYY 4x150SE 0.6/1kV;0.00118994;100;LV3.105;7
LV3.105 Line 102;LV3.105 Bus 136_2;LV3.105 Bus 109_2;NAYY 4x150SE 0.6/1kV;0.00223413;100;LV3.105;7
LV3.105 Line 105;LV3.105 Bus 16_5;LV3.105 Bus 24_2;NAYY 4x150SE 0.6/1kV;0.0529;100;LV3.105;7
LV3.105 Line 106;LV3.105 Bus 72_1;LV3.105 Bus 69_2;NAYY 4x150SE 0.6/1kV;0.00422241;100;LV3.105;7
LV3.105 Line 107;LV3.105 Bus 45_1;LV3.105 Bus 58_1;NAYY 4x150SE 0.6/1kV;0.0216051;100;LV3.105;7
LV3.105 Line 108;LV3.105 Bus 124_1;LV3.105 Bus 129_2;NAYY 4x150SE 0.6/1kV;0.0113517;100;LV3.105;7
LV3.105 Line 109;LV3.105 Bus 42_2;LV3.105 Bus 47_2;NAYY 4x150SE 0.6/1kV;0.0106382;100;LV3.105;7
LV3.105 Line 110;LV3.105 Bus 20_2;LV3.105 Bus 87_1;NAYY 4x150SE 0.6/1kV;0.0179292;100;LV3.105;7
LV3.105 Line 111;LV3.105 Bus 4_1;LV3.105 Bus 101_2;NAYY 4x150SE 0.6/1kV;0.00275758;100;LV3.105;7
LV3.105 Line 112;LV3.105 Bus 30_1;LV3.105 Bus 128_1;NAYY 4x150SE 0.6/1kV;0.00153052;100;LV3.105;7
LV3.105 Line 113;LV3.105 Bus 123_1;LV3.105 Bus 5_2;NAYY 4x150SE 0.6/1kV;0.0353929;100;LV3.105;7
LV3.105 Line 115;LV3.105 Bus 98_2;LV3.105 Bus 130_1;NAYY 4x150SE 0.6/1kV;0.0111255;100;LV3.105;7
LV3.105 Line 116;LV3.105 Bus 93_1;LV3.105 Bus 124_2;NAYY 4x150SE 0.6/1kV;0.00784121;100;LV3.105;7
LV3.105 Line 117;LV3.105 Bus 50_2;LV3.105 Bus 36_1;NAYY 4x150SE 0.6/1kV;0.00174531;100;LV3.105;7
LV3.105 Line 118;LV3.105 Bus 21_2;LV3.105 Bus 70_2;NAYY 4x150SE 0.6/1kV;0.0284746;100;LV3.105;7
LV3.105 Line 119;LV3.105 Bus 15_2;LV3.105 Bus 49_2;NAYY 4x150SE 0.6/1kV;0.00368286;100;LV3.105;7
LV3.105 Line 120;LV3.105 Bus 55_1;LV3.105 Bus 73_1;NAYY 4x150SE 0.6/1kV;0.0225228;100;LV3.105;7
LV3.105 Line 121;LV3.105 Bus 127_2;LV3.105 Bus 9_1;NAYY 4x150SE 0.6/1kV;0.00151298;100;LV3.105;7
LV3.105 Line 122;LV3.105 Bus 131_2;LV3.105 Bus 89_2;NAYY 4x150SE 0.6/1kV;0.0107857;100;LV3.105;7
LV3.105 Line 123;LV3.105 Bus 77_1;LV3.105 Bus 4_2;NAYY 4x150SE 0.6/1kV;0.00876741;100;LV3.105;7
LV3.105 Line 124;LV3.105 Bus 16_2;LV3.105 Bus 77_2;NAYY 4x150SE 0.6/1kV;0.0762474;100;LV3.105;7
LV3.105 Line 126;LV3.105 Bus 25_1;LV3.105 Bus 75_2;NAYY 4x150SE 0.6/1kV;0.0128602;100;LV3.105;7
LV3.105 Line 128;LV3.105 Bus 81_1;LV3.105 Bus 120_1;NAYY 4x150SE 0.6/1kV;0.0110807;100;LV3.105;7
LV3.105 Line 130;LV3.105 Bus 79_1;LV3.105 Bus 48_1;NAYY 4x150SE 0.6/1kV;0.00532133;100;LV3.105;7
LV3.105 Line 131;LV3.105 Bus 99_1;LV3.105 Bus 1_1;NAYY 4x150SE 0.6/1kV;0.00716572;100;LV3.105;7
LV3.105 Line 132;LV3.105 Bus 9_2;LV3.105 Bus 22_2;NAYY 4x150SE 0.6/1kV;0.0403499;100;LV3.105;7
LV3.105 Line 134;LV3.105 Bus 102_1;LV3.105 Bus 57_1;NAYY 4x150SE 0.6/1kV;0.00490359;100;LV3.105;7
LV3.105 Line 135;LV3.105 Bus 117_3;LV3.105 Bus 29_1;NAYY 4x150SE 0.6/1kV;0.01781;100;LV3.105;7
LV3.105 Line 3;LV3.105 Bus 122_2;LV3.105 Bus 28_1;NAYY 4x150SE 0.6/1kV;0.0224202;100;LV3.105;7
LV3.105 Line 4;LV3.105 Bus 115_2;LV3.105 Bus 52_2;NAYY 4x150SE 0.6/1kV;0.00481371;100;LV3.105;7
LV3.105 Line 5;LV3.105 Bus 105_2;LV3.105 Bus 31_1;NAYY 4x150SE 0.6/1kV;0.0014281;100;LV3.105;7
LV3.105 Line 6;LV3.105 Bus 12_1;LV3.105 Bus 37_2;NAYY 4x150SE 0.6/1kV;0.0074508;100;LV3.105;7
LV3.105 Line 7;LV3.105 Bus 28_2;LV3.105 Bus 10_1;NAYY 4x150SE 0.6/1kV;0.0232896;100;LV3.105;7
LV3.105 Line 8;LV3.105 Bus 114_1;LV3.105 Bus 25_2;NAYY 4x150SE 0.6/1kV;0.00128597;100;LV3.105;7
LV3.105 Line 9;LV3.105 Bus 58_2;LV3.105 Bus 30_2;NAYY 4x150SE 0.6/1kV;0.0096864;100;LV3.105;7
LV3.105 Line 10;LV3.105 Bus 10_2;LV3.105 Bus 55_2;NAYY 4x150SE 0.6/1kV;0.0504014;100;LV3.105;7
LV3.105 Line 11;LV3.105 Bus 68_1;LV3.105 Bus 26_2;NAYY 4x150SE 0.6/1kV;0.0013761;100;LV3.105;7
LV3.105 Line 12;LV3.105 Bus 76_2;LV3.105 Bus 11_1;NAYY 4x150SE 0.6/1kV;0.00123807;100;LV3.105;7
LV3.105 Line 14;LV3.105 Bus 101_3;LV3.105 Bus 121_2;NAYY 4x150SE 0.6/1kV;0.00433094;100;LV3.105;7
LV3.105 Line 15;LV3.105 Bus 14_2;LV3.105 Bus 79_2;NAYY 4x150SE 0.6/1kV;0.00396229;100;LV3.105;7
LV3.105 Line 16;LV3.105 Bus 120_2;LV3.105 Bus 112_2;NAYY 4x150SE 0.6/1kV;0.00195877;100;LV3.105;7
LV3.105 Line 17;LV3.105 Bus 43_2;LV3.105 Bus 82_2;NAYY 4x150SE 0.6/1kV;0.0157142;100;LV3.105;7
LV3.105 Line 18;LV3.105 Bus 128_2;LV3.105 Bus 61_3;NAYY 4x150SE 0.6/1kV;0.0283;100;LV3.105;7
LV3.105 Line 19;LV3.105 Bus 1_2;LV3.105 Bus 85_1;NAYY 4x150SE 0.6/1kV;0.0127928;100;LV3.105;7
LV3.105 Line 20;LV3.105 Bus 60_2;LV3.105 Bus 135_2;NAYY 4x150SE 0.6/1kV;0.0075508;100;LV3.105;7
LV3.105 Line 22;LV3.105 Bus 54_2;LV3.105 Bus 78_2;NAYY 4x150SE 0.6/1kV;0.00380553;100;LV3.105;7
LV3.105 Line 23;LV3.105 Bus 56_2;LV3.105 Bus 95_1;NAYY 4x150SE 0.6/1kV;0.00824156;100;LV3.105;7
LV3.105 Line 26;LV3.105 Bus 91_2;LV3.105 Bus 81_2;NAYY 4x150SE 0.6/1kV;0.00330877;100;LV3.105;7
LV3.105 Line 27;LV3.105 Bus 3_3;LV3.105 Bus 72_2;NAYY 4x150SE 0.6/1kV;0.0412435;100;LV3.105;7
LV3.105 Line 28;LV3.105 Bus 48_2;LV3.105 Bus 102_2;NAYY 4x150SE 0.6/1kV;0.00715753;100;LV3.105;7
LV3.105 Line 29;LV3.105 Bus 57_2;LV3.105 Bus 119_1;NAYY 4x150SE 0.6/1kV;0.00409388;100;LV3.105;7
LV3.105 Line 30;LV3.105 Bus 126_3;LV3.105 Bus 116_2;NAYY 4x150SE 0.6/1kV;0.0255392;100;LV3.105;7
LV3.105 Line 31;LV3.105 Bus 29_2;LV3.105 Bus 64_2;NAYY 4x150SE 0.6/1kV;0.0108022;100;LV3.105;7
LV3.105 Line 32;LV3.105 Bus 30_3;LV3.105 Bus 71_2;NAYY 4x150SE 0.6/1kV;0.0403745;100;LV3.105;7
LV3.105 Line 33;LV3.105 Bus 87_2;LV3.105 Bus 68_2;NAYY 4x150SE 0.6/1kV;0.048199;100;LV3.105;7
LV3.105 Line 34;LV3.105 Bus 110_2;LV3.105 Bus 41_2;NAYY 4x150SE 0.6/1kV;0.00369018;100;LV3.105;7
LV3.105 Line 36;LV3.105 Bus 113_2;LV3.105 Bus 13_2;NAYY 4x150SE 0.6/1kV;0.0147151;100;LV3.105;7
LV3.105 Line 37;LV3.105 Bus 85_2;LV3.105 Bus 101_4;NAYY 4x150SE 0.6/1kV;0.0113302;100;LV3.105;7
LV3.105 Line 38;LV3.105 Bus 42_3;LV3.105 Bus 34_2;NAYY 4x150SE 0.6/1kV;0.015993;100;LV3.105;7
LV3.105 Line 39;LV3.105 Bus 53_2;LV3.105 Bus 99_2;NAYY 4x150SE 0.6/1kV;0.00288436;100;LV3.105;7
LV3.105 Line 40;LV3.105 Bus 8_2;LV3.105 Bus 12_2;NAYY 4x150SE 0.6/1kV;0.00303854;100;LV3.105;7
LV3.105 Line 41;LV3.105 Bus 40_2;LV3.105 Bus 93_2;NAYY 4x150SE 0.6/1kV;0.00142573;100;LV3.105;7
LV3.105 Line 42;LV3.105 Bus 130_2;LV3.105 Bus 114_2;NAYY 4x150SE 0.6/1kV;0.00463777;100;LV3.105;7
LV3.105 Line 103;LV3.105 Bus 87_3;LV3.105 Bus 122_1;NAYY 4x150SE 0.6/1kV;0.0407432;100;LV3.105;7
LV3.105 Line 64;LV3.105 Bus 112_1;LV3.105 Bus 16_8;NAYY 4x150SE 0.6/1kV;0.0452348;100;LV3.105;7
LV3.105 Line 76;LV3.105 Bus 7_2;LV3.105 Bus 61_1;NAYY 4x150SE 0.6/1kV;0.139526;100;LV3.105;7
LV3.105 Line 100;LV3.105 Bus 74_2;LV3.105 Bus 125_1;NAYY 4x150SE 0.6/1kV;0.0238476;100;LV3.105;7
LV3.105 Line 104;LV3.105 Bus 16_10;LV3.105 Bus 132_2;NAYY 4x150SE 0.6/1kV;0.0822515;100;LV3.105;7
LV3.105 Line 127;LV3.105 Bus 16_9;LV3.105 Bus 119_2;NAYY 4x150SE 0.6/1kV;0.0820309;100;LV3.105;7
LV3.105 Line 21;LV3.105 Bus 132_1;LV3.105 Bus 123_2;NAYY 4x150SE 0.6/1kV;0.0585342;100;LV3.105;7
LV3.106 Line 1;LV3.106 Bus 37_1;LV3.106 Bus 56_1;NAYY 4x150SE 0.6/1kV;0.00133432;100;LV3.106;7
LV3.106 Line 48;LV3.106 Bus 111_1;LV3.106 Bus 21_1;NAYY 4x150SE 0.6/1kV;0.00154519;100;LV3.106;7
LV3.106 Line 59;LV3.106 Bus 83_1;LV3.106 Bus 14_1;NAYY 4x150SE 0.6/1kV;0.00876997;100;LV3.106;7
LV3.106 Line 70;LV3.106 Bus 49_1;LV3.106 Bus 7_1;NAYY 4x150SE 0.6/1kV;0.00766335;100;LV3.106;7
LV3.106 Line 81;LV3.106 Bus 54_1;LV3.106 Bus 105_1;NAYY 4x150SE 0.6/1kV;0.0258995;100;LV3.106;7
LV3.106 Line 92;LV3.106 Bus 97_1;LV3.106 Bus 88_1;NAYY 4x150SE 0.6/1kV;0.00575865;100;LV3.106;7
LV3.106 Line 114;LV3.106 Bus 129_1;LV3.106 Bus 131_1;NAYY 4x150SE 0.6/1kV;0.0104802;100;LV3.106;7
LV3.106 Line 125;LV3.106 Bus 59_1;LV3.106 Bus 91_1;NAYY 4x150SE 0.6/1kV;0.00491506;100;LV3.106;7
LV3.106 Line 2;LV3.106 Bus 22_1;LV3.106 Bus 80_1;NAYY 4x150SE 0.6/1kV;0.0226867;100;LV3.106;7
LV3.106 Line 13;LV3.106 Bus 3_1;LV3.106 Bus 18_1;NAYY 4x150SE 0.6/1kV;0.053218;100;LV3.106;7
LV3.106 Line 35;LV3.106 Bus 126_1;LV3.106 Bus 84_1;NAYY 4x150SE 0.6/1kV;0.0122898;100;LV3.106;7
LV3.106 Line 43;LV3.106 Bus 133_1;LV3.106 Bus 74_1;NAYY 4x150SE 0.6/1kV;0.00403932;100;LV3.106;7
LV3.106 Line 44;LV3.106 Bus 62_1;LV3.106 Bus 46_1;NAYY 4x150SE 0.6/1kV;0.0155897;100;LV3.106;7
LV3.106 Line 45;LV3.106 Bus 69_1;LV3.106 Bus 83_2;NAYY 4x150SE 0.6/1kV;0.0114533;100;LV3.106;7
LV3.106 Line 47;LV3.106 Bus 44_1;LV3.106 Bus 113_1;NAYY 4x150SE 0.6/1kV;0.020668;100;LV3.106;7
LV3.106 Line 49;LV3.106 Bus 89_1;LV3.106 Bus 110_1;NAYY 4x150SE 0.6/1kV;0.0166045;100;LV3.106;7
LV3.106 Line 50;LV3.106 Bus 121_1;LV3.106 Bus 27_1;NAYY 4x150SE 0.6/1kV;0.00842342;100;LV3.106;7
LV3.106 Line 51;LV3.106 Bus 135_1;LV3.106 Bus 86_1;NAYY 4x150SE 0.6/1kV;0.0242906;100;LV3.106;7
LV3.106 Line 52;LV3.106 Bus 33_1;LV3.106 Bus 44_2;NAYY 4x150SE 0.6/1kV;0.01702;100;LV3.106;7
LV3.106 Line 53;LV3.106 Bus 107_1;LV3.106 Bus 39_1;NAYY 4x150SE 0.6/1kV;0.00362851;100;LV3.106;7
LV3.106 Line 54;LV3.106 Bus 52_1;LV3.106 Bus 20_1;NAYY 4x150SE 0.6/1kV;0.0240211;100;LV3.106;7
LV3.106 Line 55;LV3.106 Bus 24_1;LV3.106 Bus 136_1;NAYY 4x150SE 0.6/1kV;0.00190262;100;LV3.106;7
LV3.106 Line 56;LV3.106 Bus 51_1;LV3.106 Bus 43_1;NAYY 4x150SE 0.6/1kV;0.00994912;100;LV3.106;7
LV3.106 Line 58;LV3.106 Bus 33_2;LV3.106 Bus 96_1;NAYY 4x150SE 0.6/1kV;0.011763;100;LV3.106;7
LV3.106 Line 60;LV3.106 Bus 32_1;LV3.106 Bus 133_2;NAYY 4x150SE 0.6/1kV;0.0168444;100;LV3.106;7
LV3.106 Line 62;LV3.106 Bus 78_1;LV3.106 Bus 59_2;NAYY 4x150SE 0.6/1kV;0.0117273;100;LV3.106;7
LV3.106 Line 63;LV3.106 Bus 34_1;LV3.106 Bus 76_1;NAYY 4x150SE 0.6/1kV;0.00270991;100;LV3.106;7
LV3.106 Line 65;LV3.106 Bus 38_1;LV3.106 Bus 32_2;NAYY 4x150SE 0.6/1kV;0.0190418;100;LV3.106;7
LV3.106 Line 66;LV3.106 Bus 92_1;LV3.106 Bus 65_1;NAYY 4x150SE 0.6/1kV;0.0038972;100;LV3.106;7
LV3.106 Line 67;LV3.106 Bus 80_2;LV3.106 Bus 107_2;NAYY 4x150SE 0.6/1kV;0.0235563;100;LV3.106;7
LV3.106 Line 71;LV3.106 Bus 109_1;LV3.106 Bus 97_2;NAYY 4x150SE 0.6/1kV;0.00588979;100;LV3.106;7
LV3.106 Line 72;LV3.106 Bus 3_2;LV3.106 Bus 6_1;NAYY 4x150SE 0.6/1kV;0.0342991;100;LV3.106;7
LV3.106 Line 73;LV3.106 Bus 6_2;LV3.106 Bus 15_1;NAYY 4x150SE 0.6/1kV;0.00797061;100;LV3.106;7
LV3.106 Line 74;LV3.106 Bus 96_2;LV3.106 Bus 50_1;NAYY 4x150SE 0.6/1kV;0.00163878;100;LV3.106;7
LV3.106 Line 75;LV3.106 Bus 16_1;LV3.106 Bus 63_1;NAYY 4x150SE 0.6/1kV;0.0118002;100;LV3.106;7
LV3.106 Line 77;LV3.106 Bus 118_1;LV3.106 Bus 117_1;NAYY 4x150SE 0.6/1kV;0.0353475;100;LV3.106;7
LV3.106 Line 78;LV3.106 Bus 71_1;LV3.106 Bus 62_2;NAYY 4x150SE 0.6/1kV;0.01597;100;LV3.106;7
LV3.106 Line 82;LV3.106 Bus 90_2;LV3.106 Bus 103_1;NAYY 4x150SE 0.6/1kV;0.0022179;100;LV3.106;7
LV3.106 Line 83;LV3.106 Bus 116_1;LV3.106 Bus 118_2;NAYY 4x150SE 0.6/1kV;0.0101905;100;LV3.106;7
LV3.106 Line 84;LV3.106 Bus 117_2;LV3.106 Bus 98_1;NAYY 4x150SE 0.6/1kV;0.0157887;100;LV3.106;7
LV3.106 Line 85;LV3.106 Bus 13_1;LV3.106 Bus 111_2;NAYY 4x150SE 0.6/1kV;0.00158515;100;LV3.106;7
LV3.106 Line 86;LV3.106 Bus 84_2;LV3.106 Bus 60_1;NAYY 4x150SE 0.6/1kV;0.00161497;100;LV3.106;7
LV3.106 Line 87;LV3.106 Bus 70_1;LV3.106 Bus 40_1;NAYY 4x150SE 0.6/1kV;0.00977874;100;LV3.106;7
LV3.106 Line 88;LV3.106 Bus 104_1;LV3.106 Bus 53_1;NAYY 4x150SE 0.6/1kV;0.00290215;100;LV3.106;7
LV3.106 Line 89;LV3.106 Bus 39_2;LV3.106 Bus 38_2;NAYY 4x150SE 0.6/1kV;0.0144843;100;LV3.106;7
LV3.106 Line 90;LV3.106 Bus 101_1;LV3.106 Bus 2_1;NAYY 4x150SE 0.6/1kV;0.100396;100;LV3.106;7
LV3.106 Line 91;LV3.106 Bus 82_1;LV3.106 Bus 126_2;NAYY 4x150SE 0.6/1kV;0.0361795;100;LV3.106;7
LV3.106 Line 93;LV3.106 Bus 26_1;LV3.106 Bus 127_1;NAYY 4x150SE 0.6/1kV;0.0229465;100;LV3.106;7
LV3.106 Line 94;LV3.106 Bus 75_1;LV3.106 Bus 42_1;NAYY 4x150SE 0.6/1kV;0.0447696;100;LV3.106;7
LV3.106 Line 24;LV3.106 Bus 16_4;LV3.106 Bus 90_1;NAYY 4x150SE 0.6/1kV;0.0387;100;LV3.106;7
LV3.106 Line 57;LV3.106 Bus 16_3;LV3.106 Bus 8_1;NAYY 4x150SE 0.6/1kV;0.016;100;LV3.106;7
LV3.106 Line 61;LV3.106 Bus 61_2;LV3.106 Bus 17_1;NAYY 4x150SE 0.6/1kV;0.0564;100;LV3.106;7
LV3.106 Line 68;LV3.106 Bus 65_2;LV3.106 Bus 54_3;NAYY 4x150SE 0.6/1kV;0.03921;100;LV3.106;7
LV3.106 Line 80;LV3.106 Bus 94_1;LV3.106 Bus 16_7;NAYY 4x150SE 0.6/1kV;0.0524;100;LV3.106;7
LV3.106 Line 95;LV3.106 Bus 5_1;LV3.106 Bus 115_1;NAYY 4x150SE 0.6/1kV;0.0138869;100;LV3.106;7
LV3.106 Line 96;LV3.106 Bus 41_1;LV3.106 Bus 92_2;NAYY 4x150SE 0.6/1kV;0.00180162;100;LV3.106;7
LV3.106 Line 97;LV3.106 Bus 64_1;LV3.106 Bus 100_1;NAYY 4x150SE 0.6/1kV;0.00119689;100;LV3.106;7
LV3.106 Line 99;LV3.106 Bus 47_1;LV3.106 Bus 94_2;NAYY 4x150SE 0.6/1kV;0.00118994;100;LV3.106;7
LV3.106 Line 102;LV3.106 Bus 136_2;LV3.106 Bus 109_2;NAYY 4x150SE 0.6/1kV;0.00223413;100;LV3.106;7
LV3.106 Line 105;LV3.106 Bus 16_5;LV3.106 Bus 24_2;NAYY 4x150SE 0.6/1kV;0.0529;100;LV3.106;7
LV3.106 Line 106;LV3.106 Bus 72_1;LV3.106 Bus 69_2;NAYY 4x150SE 0.6/1kV;0.00422241;100;LV3.106;7
LV3.106 Line 107;LV3.106 Bus 45_1;LV3.106 Bus 58_1;NAYY 4x150SE 0.6/1kV;0.0216051;100;LV3.106;7
LV3.106 Line 108;LV3.106 Bus 124_1;LV3.106 Bus 129_2;NAYY 4x150SE 0.6/1kV;0.0113517;100;LV3.106;7
LV3.106 Line 109;LV3.106 Bus 42_2;LV3.106 Bus 47_2;NAYY 4x150SE 0.6/1kV;0.0106382;100;LV3.106;7
LV3.106 Line 110;LV3.106 Bus 20_2;LV3.106 Bus 87_1;NAYY 4x150SE 0.6/1kV;0.0179292;100;LV3.106;7
LV3.106 Line 111;LV3.106 Bus 4_1;LV3.106 Bus 101_2;NAYY 4x150SE 0.6/1kV;0.00275758;100;LV3.106;7
LV3.106 Line 112;LV3.106 Bus 30_1;LV3.106 Bus 128_1;NAYY 4x150SE 0.6/1kV;0.00153052;100;LV3.106;7
LV3.106 Line 113;LV3.106 Bus 123_1;LV3.106 Bus 5_2;NAYY 4x150SE 0.6/1kV;0.0353929;100;LV3.106;7
LV3.106 Line 115;LV3.106 Bus 98_2;LV3.106 Bus 130_1;NAYY 4x150SE 0.6/1kV;0.0111255;100;LV3.106;7
LV3.106 Line 116;LV3.106 Bus 93_1;LV3.106 Bus 124_2;NAYY 4x150SE 0.6/1kV;0.00784121;100;LV3.106;7
LV3.106 Line 117;LV3.106 Bus 50_2;LV3.106 Bus 36_1;NAYY 4x150SE 0.6/1kV;0.00174531;100;LV3.106;7
LV3.106 Line 118;LV3.106 Bus 21_2;LV3.106 Bus 70_2;NAYY 4x150SE 0.6/1kV;0.0284746;100;LV3.106;7
LV3.106 Line 119;LV3.106 Bus 15_2;LV3.106 Bus 49_2;NAYY 4x150SE 0.6/1kV;0.00368286;100;LV3.106;7
LV3.106 Line 120;LV3.106 Bus 55_1;LV3.106 Bus 73_1;NAYY 4x150SE 0.6/1kV;0.0225228;100;LV3.106;7
LV3.106 Line 121;LV3.106 Bus 127_2;LV3.106 Bus 9_1;NAYY 4x150SE 0.6/1kV;0.00151298;100;LV3.106;7
